,date,shot,fuel,oxidizer,diluent,t_0,u_t_0,p_0_nom,p_0,u_p_0,phi_nom,phi,u_phi,dil_mf_nom,dil_mf,u_dil_mf,wave_speed,u_wave_speed,t_ad,cj_speed,sound_speed,dil_mf_co2e,u_dil_mf_co2e
58,2019-10-15,0,C3H8,air,,,,101325.0,102387.36759072094,13.2042988936173,1.0,0.9619161153572028,0.0045179799070178,0.0,0.0,0.0,1638.7096774193549,6.229799598384503,,,,0.0,0.0
59,2019-10-15,1,C3H8,air,,289.3101396004479,4.931541087308556,101325.0,102402.700531435,13.204299179112846,1.0,0.9949438689044774,0.0045234572645928,0.0,0.0,0.0,1621.276595744681,6.097955718246699,2259.3153980800435,1799.4873042903832,993.1204657106206,0.0,0.0
60,2019-10-15,2,C3H8,air,,288.8652739531846,4.932148387627762,101325.0,102515.7192476178,13.204301284276376,1.0,0.993019575545613,0.0045181127956514,0.0,0.0,0.0,1712.3595505617975,6.802365449618293,2258.0907652390406,1798.9916427794624,992.8558350531074,0.0,0.0
61,2019-10-15,3,C3H8,air,,288.5871765357143,4.932574350936266,101325.0,102450.78326914244,13.204300074542674,1.0,1.0122697879160725,0.0045245631242571,0.0,0.0,0.0,1638.7096774193549,6.229799598384503,2266.769886189268,1804.346741901816,995.4894030039954,0.0,0.0
62,2019-10-15,4,C3H8,air,,288.3430343945432,4.932963719797984,101325.0,102364.02383818464,13.204298459061118,1.0,0.9629443826908268,0.0045192016613045,0.0,0.0,0.0,1674.7252747252746,6.506646144961602,2237.1659180452266,1789.841537410255,988.565344348183,0.0,0.0
63,2019-10-15,5,C3H8,air,,287.5839250640158,4.934304970140292,101325.0,102445.86503349812,13.204299982933067,1.0,1.0027772213257686,0.0045230112066655,0.0,0.0,0.0,1674.7252747252746,6.506646144961602,2262.416877141655,1801.8492237091812,994.1721704206552,0.0,0.0
64,2019-10-15,6,C3H8,air,,286.9711702932421,4.935336171305265,101325.0,102325.888020915,13.204297749216776,1.0,0.9903911575943962,0.0045260032144001,0.0,0.0,0.0,1722.033898305085,6.879445462852484,2255.674344115816,1798.3610608202807,992.4273924741494,0.0,0.0
65,2019-10-15,7,C3H8,air,,286.1739465123909,4.936609677388981,101325.0,102322.44947901974,13.20429768524105,1.0,0.9756652503044634,0.0045234091076698,0.0,0.0,0.0,1656.5217391304348,6.365966059360503,2245.795068767088,1794.0191936214317,990.3317756514148,0.0,0.0
66,2019-10-15,8,C3H8,air,,285.2535739379707,4.937996140709656,101325.0,102349.18142163326,13.204298182756592,1.0,0.9715000379547464,0.0045214514481827,0.0,0.0,0.0,1665.573770491803,6.435729550171957,2242.329728268261,1792.8092885246815,989.7188689707845,0.0,0.0
67,2019-10-17,0,C3H8,air,,285.3352777674759,4.937864534925909,101325.0,102388.21869887073,13.204298909461494,1.0,1.0090039846136123,0.0045267184582877,0.0,0.0,0.0,1722.033898305085,6.879445462852484,2264.021504160376,1803.7406253618208,994.962230748014,0.0,0.0
